DUT_ID,DeviceSlot,DeviceName,SignalName,PhysicalChannel,ID,Enabled,ChannelType,CounterName,MaximumVoltage,MinimumVoltage,TerminalConfiguration,SampleRate,SampleMode,WaveformType,PinNumber,Frequency,Amplitude,DutyCycle,ReferenceClock
1,5,6739-PXI2Slot5,RUN_SW,6739-PXI2Slot5/ao14,14,1,Analog_Output,,10,-10,RSE,1000,,,A15,0,0,0,
1,5,6739-PXI2Slot5,SIDESTAND_SW2,6739-PXI2Slot5/ao15,15,1,Analog_Output,,10,-10,RSE,1000,,,A16,0,0,0,
1,5,6739-PXI2Slot5,BRAKE_SW2,6739-PXI2Slot5/ao16,16,1,Analog_Output,,10,-10,RSE,1000,,,A17,0,0,0,
1,5,6739-PXI2Slot5,6739-Ch-17,6739-PXI2Slot5/ao17,17,1,Analog_Output,,10,-10,RSE,1000,,,A18,0,0,0,
1,5,6739-PXI2Slot5,6739-Ch-18,6739-PXI2Slot5/ao18,18,1,Analog_Output,,10,-10,RSE,1000,,,A19,0,0,0,
1,5,6739-PXI2Slot5,6739-Ch-19,6739-PXI2Slot5/ao19,19,1,Analog_Output,,10,-10,RSE,1000,,,A20,0,0,0,
1,5,6739-PXI2Slot5,6739-Ch-20,6739-PXI2Slot5/ao20,20,1,Analog_Output,,10,-10,RSE,1000,,,A21,0,0,0,
1,5,6739-PXI2Slot5,6739-Ch-21,6739-PXI2Slot5/ao21,21,1,Analog_Output,,10,-10,RSE,1000,,,A22,0,0,0,
1,5,6739-PXI2Slot5,6739-Ch-22,6739-PXI2Slot5/ao22,22,1,Analog_Output,,10,-10,RSE,1000,,,A23,0,0,0,
1,5,6739-PXI2Slot5,6739-Ch-23,6739-PXI2Slot5/ao23,23,1,Analog_Output,,10,-10,RSE,1000,,,A24,0,0,0,
1,5,6739-PXI2Slot5,6739-Ch-24,6739-PXI2Slot5/ao24,24,1,Analog_Output,,10,-10,RSE,1000,,,A25,0,0,0,
1,5,6739-PXI2Slot5,6739-Ch-25,6739-PXI2Slot5/ao25,25,1,Analog_Output,,10,-10,RSE,1000,,,B1,0,0,0,
1,5,6739-PXI2Slot5,6739-Ch-26,6739-PXI2Slot5/ao26,26,0,Analog_Output,,10,-10,RSE,1000,,,A19,0,0,0,
1,5,6739-PXI2Slot5,6739-Ch-27,6739-PXI2Slot5/ao27,27,0,Analog_Output,,10,-10,RSE,1000,,,A20,0,0,0,
1,5,6739-PXI2Slot5,6739-Ch-28,6739-PXI2Slot5/ao28,28,0,Analog_Output,,10,-10,RSE,1000,,,A21,0,0,0,
1,5,6739-PXI2Slot5,6739-Ch-29,6739-PXI2Slot5/ao29,29,0,Analog_Output,,10,-10,RSE,1000,,,A22,0,0,0,
1,5,6739-PXI2Slot5,6739-Ch-30,6739-PXI2Slot5/ao30,30,0,Analog_Output,,10,-10,RSE,1000,,,A23,0,0,0,
1,5,6739-PXI2Slot5,6739-Ch-31,6739-PXI2Slot5/ao31,31,0,Analog_Output,,10,-10,RSE,1000,,,A24,0,0,0,
2,5,6739-PXI2Slot5,REVERSE_SW,6739-PXI2Slot5/ao32,32,1,Analog_Output,,10,-10,RSE,1000,,,A1,0,0,0,
2,5,6739-PXI2Slot5,REGEN_SW,6739-PXI2Slot5/ao33,33,1,Analog_Output,,10,-10,RSE,1000,,,A2,0,0,0,
2,5,6739-PXI2Slot5,MODE+,6739-PXI2Slot5/ao34,34,1,Analog_Output,,10,-10,RSE,1000,,,A3,0,0,0,
2,5,6739-PXI2Slot5,BREAKE_SW,6739-PXI2Slot5/ao35,35,1,Analog_Output,,10,-10,RSE,1000,,,A4,0,0,0,
2,5,6739-PXI2Slot5,COS,6739-PXI2Slot5/ao36,36,1,Analog_Output,,10,-10,RSE,1000,,,A5,0,0,0,
2,5,6739-PXI2Slot5,SIN,6739-PXI2Slot5/ao37,37,1,Analog_Output,,10,-10,RSE,1000,,,A6,0,0,0,
2,5,6739-PXI2Slot5,CRUISE,6739-PXI2Slot5/ao38,38,1,Analog_Output,,10,-10,RSE,1000,,,A7,0,0,0,
2,5,6739-PXI2Slot5,SIDESTAND_SW,6739-PXI2Slot5/ao39,39,1,Analog_Output,,10,-10,RSE,1000,,,A8,0,0,0,
2,5,6739-PXI2Slot5,KEY_SW,6739-PXI2Slot5/ao40,40,1,Analog_Output,,10,-10,RSE,1000,,,A9,0,0,0,
2,5,6739-PXI2Slot5,START_SW,6739-PXI2Slot5/ao41,41,1,Analog_Output,,10,-10,RSE,1000,,,A10,0,0,0,
2,5,6739-PXI2Slot5,MODE-,6739-PXI2Slot5/ao42,42,1,Analog_Output,,10,-10,RSE,1000,,,A11,0,0,0,
2,5,6739-PXI2Slot5,SPARE1,6739-PXI2Slot5/ao43,43,1,Analog_Output,,10,-10,RSE,1000,,,A12,0,0,0,
2,5,6739-PXI2Slot5,PROXIMITY_PILOT,6739-PXI2Slot5/ao44,44,1,Analog_Output,,10,-10,RSE,1000,,,A13,0,0,0,
2,5,6739-PXI2Slot5,WAKE_RX,6739-PXI2Slot5/ao45,45,1,Analog_Output,,10,-10,RSE,1000,,,A14,0,0,0,
2,5,6739-PXI2Slot5,RUN_SW,6739-PXI2Slot5/ao46,46,1,Analog_Output,,10,-10,RSE,1000,,,A15,0,0,0,
2,5,6739-PXI2Slot5,SIDESTAND_SW2,6739-PXI2Slot5/ao47,47,1,Analog_Output,,10,-10,RSE,1000,,,A16,0,0,0,
2,5,6739-PXI2Slot5,BRAKE_SW2,6739-PXI2Slot5/ao48,48,1,Analog_Output,,10,-10,RSE,1000,,,A17,0,0,0,
2,5,6739-PXI2Slot5,6739-Ch-17,6739-PXI2Slot5/ao49,49,1,Analog_Output,,10,-10,RSE,1000,,,A18,0,0,0,
2,5,6739-PXI2Slot5,6739-Ch-18,6739-PXI2Slot5/ao50,50,1,Analog_Output,,10,-10,RSE,1000,,,A19,0,0,0,
2,5,6739-PXI2Slot5,6739-Ch-19,6739-PXI2Slot5/ao51,51,1,Analog_Output,,10,-10,RSE,1000,,,A20,0,0,0,
2,5,6739-PXI2Slot5,6739-Ch-20,6739-PXI2Slot5/ao52,52,1,Analog_Output,,10,-10,RSE,1000,,,A21,0,0,0,
2,5,6739-PXI2Slot5,6739-Ch-21,6739-PXI2Slot5/ao53,53,1,Analog_Output,,10,-10,RSE,1000,,,A22,0,0,0,
2,5,6739-PXI2Slot5,6739-Ch-22,6739-PXI2Slot5/ao54,54,1,Analog_Output,,10,-10,RSE,1000,,,A23,0,0,0,
2,5,6739-PXI2Slot5,6739-Ch-23,6739-PXI2Slot5/ao55,55,1,Analog_Output,,10,-10,RSE,1000,,,A24,0,0,0,
2,5,6739-PXI2Slot5,6739-Ch-24,6739-PXI2Slot5/ao56,56,1,Analog_Output,,10,-10,RSE,1000,,,A25,0,0,0,
2,5,6739-PXI2Slot5,6739-Ch-25,6739-PXI2Slot5/ao57,57,1,Analog_Output,,10,-10,RSE,1000,,,B1,0,0,0,
2,5,6739-PXI2Slot5,6739-Ch-26,6739-PXI2Slot5/ao58,58,0,Analog_Output,,10,-10,RSE,1000,,,A19,0,0,0,
2,5,6739-PXI2Slot5,6739-Ch-27,6739-PXI2Slot5/ao59,59,0,Analog_Output,,10,-10,RSE,1000,,,A20,0,0,0,
2,5,6739-PXI2Slot5,6739-Ch-28,6739-PXI2Slot5/ao60,60,0,Analog_Output,,10,-10,RSE,1000,,,A21,0,0,0,
2,5,6739-PXI2Slot5,6739-Ch-29,6739-PXI2Slot5/ao61,61,0,Analog_Output,,10,-10,RSE,1000,,,A22,0,0,0,
2,5,6739-PXI2Slot5,6739-Ch-30,6739-PXI2Slot5/ao62,62,0,Analog_Output,,10,-10,RSE,1000,,,A23,0,0,0,
2,5,6739-PXI2Slot5,6739-Ch-31,6739-PXI2Slot5/ao63,63,0,Analog_Output,,10,-10,RSE,1000,,,A24,0,0,0,
3,4,6738-PXI2Slot4,REVERSE_SW,6738-PXI2Slot4/ao0,64,1,Analog_Output,,10,-10,RSE,1000,,,A1,0,0,0,
3,4,6738-PXI2Slot4,REGEN_SW,6738-PXI2Slot4/ao1,65,1,Analog_Output,,10,-10,RSE,1000,,,A2,0,0,0,
3,4,6738-PXI2Slot4,MODE+,6738-PXI2Slot4/ao2,66,1,Analog_Output,,10,-10,RSE,1000,,,A3,0,0,0,
3,4,6738-PXI2Slot4,BREAKE_SW,6738-PXI2Slot4/ao3,67,1,Analog_Output,,10,-10,RSE,1000,,,A4,0,0,0,
3,4,6738-PXI2Slot4,COS,6738-PXI2Slot4/ao4,68,1,Analog_Output,,10,-10,RSE,1000,,,A5,0,0,0,
3,4,6738-PXI2Slot4,SIN,6738-PXI2Slot4/ao5,69,1,Analog_Output,,10,-10,RSE,1000,,,A6,0,0,0,
3,4,6738-PXI2Slot4,CRUISE,6738-PXI2Slot4/ao6,70,1,Analog_Output,,10,-10,RSE,1000,,,A7,0,0,0,
3,4,6738-PXI2Slot4,SIDESTAND_SW,6738-PXI2Slot4/ao7,71,1,Analog_Output,,10,-10,RSE,1000,,,A8,0,0,0,
3,4,6738-PXI2Slot4,KEY_SW,6738-PXI2Slot4/ao8,72,1,Analog_Output,,10,-10,RSE,1000,,,A9,0,0,0,
3,4,6738-PXI2Slot4,START_SW,6738-PXI2Slot4/ao9,73,1,Analog_Output,,10,-10,RSE,1000,,,A10,0,0,0,
3,4,6738-PXI2Slot4,MODE-,6738-PXI2Slot4/ao10,74,1,Analog_Output,,10,-10,RSE,1000,,,A11,0,0,0,
3,4,6738-PXI2Slot4,SPARE1,6738-PXI2Slot4/ao11,75,1,Analog_Output,,10,-10,RSE,1000,,,A12,0,0,0,
3,4,6738-PXI2Slot4,PROXIMITY_PILOT,6738-PXI2Slot4/ao12,76,1,Analog_Output,,10,-10,RSE,1000,,,A13,0,0,0,
3,4,6738-PXI2Slot4,WAKE_RX,6738-PXI2Slot4/ao13,77,1,Analog_Output,,10,-10,RSE,1000,,,A14,0,0,0,
3,4,6738-PXI2Slot4,RUN_SW,6738-PXI2Slot4/ao14,78,1,Analog_Output,,10,-10,RSE,1000,,,A15,0,0,0,
3,4,6738-PXI2Slot4,SIDESTAND_SW2,6738-PXI2Slot4/ao15,79,1,Analog_Output,,10,-10,RSE,1000,,,A16,0,0,0,
3,4,6738-PXI2Slot4,BRAKE_SW2,6738-PXI2Slot4/ao16,80,1,Analog_Output,,10,-10,RSE,1000,,,A17,0,0,0,
3,4,6738-PXI2Slot4,6739-Ch-17,6738-PXI2Slot4/ao17,81,1,Analog_Output,,10,-10,RSE,1000,,,A18,0,0,0,
3,4,6738-PXI2Slot4,6739-Ch-18,6738-PXI2Slot4/ao18,82,1,Analog_Output,,10,-10,RSE,1000,,,A19,0,0,0,
3,4,6738-PXI2Slot4,6739-Ch-19,6738-PXI2Slot4/ao19,83,1,Analog_Output,,10,-10,RSE,1000,,,A20,0,0,0,
3,4,6738-PXI2Slot4,6739-Ch-20,6738-PXI2Slot4/ao20,84,1,Analog_Output,,10,-10,RSE,1000,,,A21,0,0,0,
3,4,6738-PXI2Slot4,6739-Ch-21,6738-PXI2Slot4/ao21,85,1,Analog_Output,,10,-10,RSE,1000,,,A22,0,0,0,
3,4,6738-PXI2Slot4,6739-Ch-22,6738-PXI2Slot4/ao22,86,1,Analog_Output,,10,-10,RSE,1000,,,A23,0,0,0,
3,4,6738-PXI2Slot4,6739-Ch-23,6738-PXI2Slot4/ao23,87,1,Analog_Output,,10,-10,RSE,1000,,,A24,0,0,0,
3,4,6738-PXI2Slot4,6739-Ch-24,6738-PXI2Slot4/ao24,88,1,Analog_Output,,10,-10,RSE,1000,,,A25,0,0,0,
3,4,6738-PXI2Slot4,6739-Ch-25,6738-PXI2Slot4/ao25,89,1,Analog_Output,,10,-10,RSE,1000,,,B1,0,0,0,
3,4,6738-PXI2Slot4,6739-Ch-26,6738-PXI2Slot4/ao26,90,0,Analog_Output,,10,-10,RSE,1000,,,A19,0,0,0,
3,4,6738-PXI2Slot4,6739-Ch-27,6738-PXI2Slot4/ao27,91,0,Analog_Output,,10,-10,RSE,1000,,,A20,0,0,0,
3,4,6738-PXI2Slot4,6739-Ch-28,6738-PXI2Slot4/ao28,92,0,Analog_Output,,10,-10,RSE,1000,,,A21,0,0,0,
3,4,6738-PXI2Slot4,6739-Ch-29,6738-PXI2Slot4/ao29,93,0,Analog_Output,,10,-10,RSE,1000,,,A22,0,0,0,
3,4,6738-PXI2Slot4,6739-Ch-30,6738-PXI2Slot4/ao30,94,0,Analog_Output,,10,-10,RSE,1000,,,A23,0,0,0,
3,4,6738-PXI2Slot4,6739-Ch-31,6738-PXI2Slot4/ao31,95,0,Analog_Output,,10,-10,RSE,1000,,,A24,0,0,0,
1,9,6514-PXI2Slot9,6514-Ch-0,6514-PXI2Slot9/port0/line0,0,0,Digital_Input,,10,-10,,1000,,,E7,0,0,0,
1,9,6514-PXI2Slot9,6514-Ch-1,6514-PXI2Slot9/port0/line1,1,0,Digital_Input,,10,-10,,1000,,,E8,0,0,0,
1,9,6514-PXI2Slot9,6514-Ch-2,6514-PXI2Slot9/port0/line2,2,0,Digital_Input,,10,-10,,1000,,,E9,0,0,0,
1,9,6514-PXI2Slot9,6514-Ch-3,6514-PXI2Slot9/port0/line3,3,0,Digital_Input,,10,-10,,1000,,,E10,0,0,0,
1,9,6514-PXI2Slot9,6514-Ch-4,6514-PXI2Slot9/port0/line4,4,0,Digital_Input,,10,-10,,1000,,,E11,0,0,0,
2,9,6514-PXI2Slot9,6514-Ch-0,6514-PXI2Slot9/port0/line5,5,0,Digital_Input,,10,-10,,1000,,,E7,0,0,0,
2,9,6514-PXI2Slot9,6514-Ch-1,6514-PXI2Slot9/port0/line6,6,0,Digital_Input,,10,-10,,1000,,,E8,0,0,0,
2,9,6514-PXI2Slot9,6514-Ch-2,6514-PXI2Slot9/port0/line7,7,0,Digital_Input,,10,-10,,1000,,,E9,0,0,0,
2,9,6514-PXI2Slot9,6514-Ch-3,6514-PXI2Slot9/port1/line0,8,0,Digital_Input,,10,-10,,1000,,,E10,0,0,0,
2,9,6514-PXI2Slot9,6514-Ch-4,6514-PXI2Slot9/port1/line1,9,0,Digital_Input,,10,-10,,1000,,,E11,0,0,0,
3,9,6514-PXI2Slot9,6514-Ch-0,6514-PXI2Slot9/port1/line2,10,0,Digital_Input,,10,-10,,1000,,,E7,0,0,0,
3,9,6514-PXI2Slot9,6514-Ch-1,6514-PXI2Slot9/port1/line3,11,0,Digital_Input,,10,-10,,1000,,,E8,0,0,0,
3,9,6514-PXI2Slot9,6514-Ch-2,6514-PXI2Slot9/port1/line4,12,0,Digital_Input,,10,-10,,1000,,,E9,0,0,0,
3,9,6514-PXI2Slot9,6514-Ch-3,6514-PXI2Slot9/port1/line5,13,0,Digital_Input,,10,-10,,1000,,,E10,0,0,0,
3,9,6514-PXI2Slot9,6514-Ch-4,6514-PXI2Slot9/port1/line6,14,0,Digital_Input,,10,-10,,1000,,,E11,0,0,0,
4,9,6514-PXI2Slot9,6514-Ch-0,6514-PXI2Slot9/port1/line7,15,0,Digital_Input,,10,-10,,1000,,,E7,0,0,0,
4,9,6514-PXI2Slot9,6514-Ch-1,6514-PXI2Slot9/port2/line0,16,0,Digital_Input,,10,-10,,1000,,,E8,0,0,0,
4,9,6514-PXI2Slot9,6514-Ch-2,6514-PXI2Slot9/port2/line1,17,0,Digital_Input,,10,-10,,1000,,,E9,0,0,0,
4,9,6514-PXI2Slot9,6514-Ch-3,6514-PXI2Slot9/port2/line2,18,0,Digital_Input,,10,-10,,1000,,,E10,0,0,0,
4,9,6514-PXI2Slot9,6514-Ch-4,6514-PXI2Slot9/port2/line3,19,0,Digital_Input,,10,-10,,1000,,,E11,0,0,0,
5,9,6514-PXI2Slot9,6514-Ch-0,6514-PXI2Slot9/port2/line4,20,0,Digital_Input,,10,-10,,1000,,,E7,0,0,0,
5,9,6514-PXI2Slot9,6514-Ch-1,6514-PXI2Slot9/port2/line5,21,0,Digital_Input,,10,-10,,1000,,,E8,0,0,0,
5,9,6514-PXI2Slot9,6514-Ch-2,6514-PXI2Slot9/port2/line6,22,0,Digital_Input,,10,-10,,1000,,,E9,0,0,0,
5,9,6514-PXI2Slot9,6514-Ch-3,6514-PXI2Slot9/port2/line7,23,0,Digital_Input,,10,-10,,1000,,,E10,0,0,0,
5,9,6514-PXI2Slot9,6514-Ch-4,6514-PXI2Slot9/port3/line0,24,0,Digital_Input,,10,-10,,1000,,,E11,0,0,0,
6,9,6514-PXI2Slot9,6514-Ch-0,6514-PXI2Slot9/port3/line1,25,0,Digital_Input,,10,-10,,1000,,,E7,0,0,0,
6,9,6514-PXI2Slot9,6514-Ch-1,6514-PXI2Slot9/port3/line2,26,0,Digital_Input,,10,-10,,1000,,,E8,0,0,0,
6,9,6514-PXI2Slot9,6514-Ch-2,6514-PXI2Slot9/port3/line3,27,0,Digital_Input,,10,-10,,1000,,,E9,0,0,0,
6,9,6514-PXI2Slot9,6514-Ch-3,6514-PXI2Slot9/port3/line4,28,0,Digital_Input,,10,-10,,1000,,,E10,0,0,0,
100,9,6514-PXI2Slot9,PDU PowerSuppy,6514-PXI2Slot9/port3/line5,29,1,Digital_Input,,10,-10,,1000,,,E11,0,0,0,
100,9,6514-PXI2Slot9,PDU Instrument Rack,6514-PXI2Slot9/port3/line6,30,1,Digital_Input,,10,-10,,1000,,,E10,0,0,0,
100,9,6514-PXI2Slot9,PDU Raw Power,6514-PXI2Slot9/port3/line7,31,1,Digital_Input,,10,-10,,1000,,,E11,0,0,0,
1,2,6363-PXI2Slot2,Ctr-0,/6363-PXI2Slot2/PFI9,0,1,PWM_Input,6363-PXI2Slot2/ctr0,10,-10,,1000,,,C9,10,0,0.5,
1,2,6363-PXI2Slot2,Ctr-1,/6363-PXI2Slot2/PFI4,1,0,PWM_Input,6363-PXI2Slot2/ctr1,10,-10,,1000,,,C10,10,0,0.5,
1,2,6363-PXI2Slot2,Ctr-2,/6363-PXI2Slot2/PFI1,2,0,PWM_Input,6363-PXI2Slot2/ctr2,10,-10,,1000,,,C11,10,0,0.5,
1,2,6363-PXI2Slot2,Ctr-3,/6363-PXI2Slot2/PFI6,3,0,PWM_Input,6363-PXI2Slot2/ctr3,10,-10,,1000,,,C12,10,0,0.5,
2,5,6739-PXI2Slot5,Ctr-0,/6739-PXI2Slot5/PFI6,4,1,PWM_Input,6739-PXI2Slot5/ctr0,10,-10,,1000,,,C9,10,0,0.5,
2,5,6739-PXI2Slot5,Ctr-1,/6739-PXI2Slot5/PFI1,5,0,PWM_Input,6739-PXI2Slot5/ctr1,10,-10,,1000,,,C10,10,0,0.5,
2,5,6739-PXI2Slot5,Ctr-2,/6739-PXI2Slot5/PFI14,6,0,PWM_Input,6739-PXI2Slot5/ctr2,10,-10,,1000,,,C11,10,0,0.5,
2,5,6739-PXI2Slot5,Ctr-3,/6739-PXI2Slot5/PFI9,7,0,PWM_Input,6739-PXI2Slot5/ctr3,10,-10,,1000,,,C12,10,0,0.5,
3,4,6738-PXI2Slot4,Ctr-0,/6738-PXI2Slot4/PFI6,8,1,PWM_Input,6738-PXI2Slot4/ctr0,10,-10,,1000,,,C9,10,0,0.5,
3,4,6738-PXI2Slot4,Ctr-1,/6738-PXI2Slot4/PFI1,9,0,PWM_Input,6738-PXI2Slot4/ctr1,10,-10,,1000,,,C10,10,0,0.5,
3,8,6612-PXI2Slot8,Ctr-2,/6612-PXI2Slot8/PFI22,10,0,PWM_Input,6612-PXI2Slot8/ctr4,10,-10,,1000,,,C11,10,0,0.5,
3,8,6612-PXI2Slot8,Ctr-3,/6612-PXI2Slot8/PFI18,11,0,PWM_Input,6612-PXI2Slot8/ctr5,10,-10,,1000,,,C12,10,0,0.5,
1,7,6612-PXI2Slot7,WHEEL_SPEED,/6612-PXI2Slot7/PFI36,0,1,PWM_Output,6612-PXI2Slot7/ctr0,10,-10,,1000,,,C1,10000,0,0.5,/6612-PXI2Slot7/PXIe_Clk100
1,7,6612-PXI2Slot7,Ctr-1,/6612-PXI2Slot7/PFI32,1,0,PWM_Output,6612-PXI2Slot7/ctr1,10,-10,,1000,,,C2,10000,0,0.5,/6612-PXI2Slot7/PXIe_Clk100
1,7,6612-PXI2Slot7,Ctr-2,/6612-PXI2Slot7/PFI28,2,0,PWM_Output,6612-PXI2Slot7/ctr2,10,-10,,1000,,,C3,10000,0,0.5,/6612-PXI2Slot7/PXIe_Clk100
